bed_record_id,hospital_id,hospital_name,record_date,ward,licensed_beds,blocked_beds,usable_beds,opening_occupied_beds,admissions,transfers_in,discharges,transfers_out,deaths_or_other_exits,closing_occupied_beds,occupancy_rate_pct,occupancy_status,source_system,synthetic_flag
BED000176,KPJ_01,JCORP Specialist Hospital,2024-08-13,Paediatric Ward,40,1,39,23,2,0,2,0,0,23,58.97,Underutilised,Bed Management System,True
BED000177,KPJ_01,JCORP Specialist Hospital,2024-08-14,Medical Ward,60,0,60,47,6,1,5,1,0,48,80.0,Normal,Bed Management System,True
BED000178,KPJ_01,JCORP Specialist Hospital,2024-08-14,Surgical Ward,55,1,54,43,5,1,5,0,1,43,79.63,Normal,Bed Management System,True
BED000179,KPJ_01,JCORP Specialist Hospital,2024-08-14,Maternity Ward,45,0,45,33,4,0,3,0,0,34,75.56,Normal,Bed Management System,True
BED000180,KPJ_01,JCORP Specialist Hospital,2024-08-14,Paediatric Ward,40,0,40,23,3,0,3,0,0,23,57.5,Underutilised,Bed Management System,True
BED000181,KPJ_01,JCORP Specialist Hospital,2024-08-15,Medical Ward,60,0,60,48,4,1,4,1,0,48,80.0,Normal,Bed Management System,True
BED000182,KPJ_01,JCORP Specialist Hospital,2024-08-15,Surgical Ward,55,2,53,43,3,1,3,1,1,42,79.25,Normal,Bed Management System,True
BED000183,KPJ_01,JCORP Specialist Hospital,2024-08-15,Maternity Ward,45,1,44,34,3,0,3,0,1,33,75.0,Normal,Bed Management System,True
BED000184,KPJ_01,JCORP Specialist Hospital,2024-08-15,Paediatric Ward,40,0,40,23,2,0,2,0,0,23,57.5,Underutilised,Bed Management System,True
BED000185,KPJ_01,JCORP Specialist Hospital,2024-08-16,Medical Ward,60,0,60,48,6,1,7,1,0,47,78.33,Normal,Bed Management System,True
BED000186,KPJ_01,JCORP Specialist Hospital,2024-08-16,Surgical Ward,55,2,53,42,6,0,6,0,0,42,79.25,Normal,Bed Management System,True
BED000187,KPJ_01,JCORP Specialist Hospital,2024-08-16,Maternity Ward,45,0,45,33,4,0,4,0,0,33,73.33,Underutilised,Bed Management System,True
BED000188,KPJ_01,JCORP Specialist Hospital,2024-08-16,Paediatric Ward,40,0,40,23,3,0,3,0,0,23,57.5,Underutilised,Bed Management System,True
BED000189,KPJ_01,JCORP Specialist Hospital,2024-08-17,Medical Ward,60,1,59,47,6,1,4,1,2,47,79.66,Normal,Bed Management System,True
BED000190,KPJ_01,JCORP Specialist Hospital,2024-08-17,Surgical Ward,55,0,55,42,5,1,4,1,0,43,78.18,Normal,Bed Management System,True
BED000191,KPJ_01,JCORP Specialist Hospital,2024-08-17,Maternity Ward,45,0,45,33,3,1,3,1,1,32,71.11,Underutilised,Bed Management System,True
BED000192,KPJ_01,JCORP Specialist Hospital,2024-08-17,Paediatric Ward,40,0,40,23,3,0,2,0,0,24,60.0,Underutilised,Bed Management System,True
BED000193,KPJ_01,JCORP Specialist Hospital,2024-08-18,Medical Ward,60,0,60,47,2,1,2,1,0,47,78.33,Normal,Bed Management System,True
BED000194,KPJ_01,JCORP Specialist Hospital,2024-08-18,Surgical Ward,55,0,55,43,2,1,2,1,0,43,78.18,Normal,Bed Management System,True
BED000195,KPJ_01,JCORP Specialist Hospital,2024-08-18,Maternity Ward,45,0,45,32,2,1,2,1,0,32,71.11,Underutilised,Bed Management System,True
BED000196,KPJ_01,JCORP Specialist Hospital,2024-08-18,Paediatric Ward,40,1,39,24,1,0,1,0,0,24,61.54,Underutilised,Bed Management System,True
BED000197,KPJ_01,JCORP Specialist Hospital,2024-08-19,Medical Ward,60,0,60,47,5,1,6,1,0,46,76.67,Normal,Bed Management System,True
BED000198,KPJ_01,JCORP Specialist Hospital,2024-08-19,Surgical Ward,55,0,55,43,4,0,5,1,0,41,74.55,Underutilised,Bed Management System,True
BED000199,KPJ_01,JCORP Specialist Hospital,2024-08-19,Maternity Ward,45,0,45,32,3,0,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED000200,KPJ_01,JCORP Specialist Hospital,2024-08-19,Paediatric Ward,40,0,40,24,2,0,3,0,0,23,57.5,Underutilised,Bed Management System,True
BED000201,KPJ_01,JCORP Specialist Hospital,2024-08-20,Medical Ward,60,0,60,46,4,1,4,1,0,46,76.67,Normal,Bed Management System,True
BED000202,KPJ_01,JCORP Specialist Hospital,2024-08-20,Surgical Ward,55,0,55,41,3,1,3,1,0,41,74.55,Underutilised,Bed Management System,True
BED000203,KPJ_01,JCORP Specialist Hospital,2024-08-20,Maternity Ward,45,1,44,32,2,1,3,1,0,31,70.45,Underutilised,Bed Management System,True
BED000204,KPJ_01,JCORP Specialist Hospital,2024-08-20,Paediatric Ward,40,0,40,23,2,0,2,0,0,23,57.5,Underutilised,Bed Management System,True
BED000205,KPJ_01,JCORP Specialist Hospital,2024-08-21,Medical Ward,60,1,59,46,5,1,5,1,0,46,77.97,Normal,Bed Management System,True
BED000206,KPJ_01,JCORP Specialist Hospital,2024-08-21,Surgical Ward,55,0,55,41,5,1,4,0,0,43,78.18,Normal,Bed Management System,True
BED000207,KPJ_01,JCORP Specialist Hospital,2024-08-21,Maternity Ward,45,0,45,31,3,1,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED000208,KPJ_01,JCORP Specialist Hospital,2024-08-21,Paediatric Ward,40,0,40,23,3,0,3,0,0,23,57.5,Underutilised,Bed Management System,True
BED000209,KPJ_01,JCORP Specialist Hospital,2024-08-22,Medical Ward,60,3,57,46,6,1,5,1,2,45,78.95,Normal,Bed Management System,True
BED000210,KPJ_01,JCORP Specialist Hospital,2024-08-22,Surgical Ward,55,0,55,43,5,1,4,0,2,43,78.18,Normal,Bed Management System,True
BED000211,KPJ_01,JCORP Specialist Hospital,2024-08-22,Maternity Ward,45,0,45,32,3,0,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED000212,KPJ_01,JCORP Specialist Hospital,2024-08-22,Paediatric Ward,40,0,40,23,3,0,2,0,0,24,60.0,Underutilised,Bed Management System,True
BED000213,KPJ_01,JCORP Specialist Hospital,2024-08-23,Medical Ward,60,0,60,45,3,1,3,1,0,45,75.0,Normal,Bed Management System,True
BED000214,KPJ_01,JCORP Specialist Hospital,2024-08-23,Surgical Ward,55,0,55,43,3,1,2,1,1,43,78.18,Normal,Bed Management System,True
BED000215,KPJ_01,JCORP Specialist Hospital,2024-08-23,Maternity Ward,45,0,45,32,2,0,2,0,0,32,71.11,Underutilised,Bed Management System,True
BED000216,KPJ_01,JCORP Specialist Hospital,2024-08-23,Paediatric Ward,40,0,40,24,2,0,1,0,0,25,62.5,Underutilised,Bed Management System,True
BED000217,KPJ_01,JCORP Specialist Hospital,2024-08-24,Medical Ward,60,0,60,45,5,1,4,1,0,46,76.67,Normal,Bed Management System,True
BED000218,KPJ_01,JCORP Specialist Hospital,2024-08-24,Surgical Ward,55,0,55,43,5,1,4,0,2,43,78.18,Normal,Bed Management System,True
BED000219,KPJ_01,JCORP Specialist Hospital,2024-08-24,Maternity Ward,45,0,45,32,3,0,3,0,1,31,68.89,Underutilised,Bed Management System,True
BED000220,KPJ_01,JCORP Specialist Hospital,2024-08-24,Paediatric Ward,40,0,40,25,3,0,2,0,0,26,65.0,Underutilised,Bed Management System,True
BED000221,KPJ_01,JCORP Specialist Hospital,2024-08-25,Medical Ward,60,0,60,46,4,1,5,1,0,45,75.0,Normal,Bed Management System,True
BED000222,KPJ_01,JCORP Specialist Hospital,2024-08-25,Surgical Ward,55,2,53,43,4,1,5,1,0,42,79.25,Normal,Bed Management System,True
BED000223,KPJ_01,JCORP Specialist Hospital,2024-08-25,Maternity Ward,45,2,43,31,3,0,3,1,0,30,69.77,Underutilised,Bed Management System,True
BED000224,KPJ_01,JCORP Specialist Hospital,2024-08-25,Paediatric Ward,40,0,40,26,2,0,3,0,0,25,62.5,Underutilised,Bed Management System,True
BED000225,KPJ_01,JCORP Specialist Hospital,2024-08-26,Medical Ward,60,1,59,45,5,1,5,0,1,45,76.27,Normal,Bed Management System,True
BED000226,KPJ_01,JCORP Specialist Hospital,2024-08-26,Surgical Ward,55,1,54,42,4,0,5,0,0,41,75.93,Normal,Bed Management System,True
BED000227,KPJ_01,JCORP Specialist Hospital,2024-08-26,Maternity Ward,45,2,43,30,3,0,3,0,0,30,69.77,Underutilised,Bed Management System,True
BED000228,KPJ_01,JCORP Specialist Hospital,2024-08-26,Paediatric Ward,40,0,40,25,2,0,3,0,0,24,60.0,Underutilised,Bed Management System,True
BED000229,KPJ_01,JCORP Specialist Hospital,2024-08-27,Medical Ward,60,0,60,45,5,1,6,1,0,44,73.33,Underutilised,Bed Management System,True
BED000230,KPJ_01,JCORP Specialist Hospital,2024-08-27,Surgical Ward,55,1,54,41,5,0,5,1,0,40,74.07,Underutilised,Bed Management System,True
BED000231,KPJ_01,JCORP Specialist Hospital,2024-08-27,Maternity Ward,45,0,45,30,3,0,4,0,0,29,64.44,Underutilised,Bed Management System,True
BED000232,KPJ_01,JCORP Specialist Hospital,2024-08-27,Paediatric Ward,40,2,38,24,3,0,3,0,0,24,63.16,Underutilised,Bed Management System,True
BED000233,KPJ_01,JCORP Specialist Hospital,2024-08-28,Medical Ward,60,0,60,44,5,1,4,1,0,45,75.0,Normal,Bed Management System,True
BED000234,KPJ_01,JCORP Specialist Hospital,2024-08-28,Surgical Ward,55,1,54,40,4,1,3,1,0,41,75.93,Normal,Bed Management System,True
BED000235,KPJ_01,JCORP Specialist Hospital,2024-08-28,Maternity Ward,45,1,44,29,3,1,2,0,0,31,70.45,Underutilised,Bed Management System,True
BED000236,KPJ_01,JCORP Specialist Hospital,2024-08-28,Paediatric Ward,40,0,40,24,3,0,2,0,0,25,62.5,Underutilised,Bed Management System,True
BED000237,KPJ_01,JCORP Specialist Hospital,2024-08-29,Medical Ward,60,0,60,45,5,1,5,1,0,45,75.0,Normal,Bed Management System,True
BED000238,KPJ_01,JCORP Specialist Hospital,2024-08-29,Surgical Ward,55,1,54,41,5,1,5,1,0,41,75.93,Normal,Bed Management System,True
BED000239,KPJ_01,JCORP Specialist Hospital,2024-08-29,Maternity Ward,45,0,45,31,3,0,3,0,0,31,68.89,Underutilised,Bed Management System,True
BED000240,KPJ_01,JCORP Specialist Hospital,2024-08-29,Paediatric Ward,40,0,40,25,3,0,3,0,0,25,62.5,Underutilised,Bed Management System,True
BED000241,KPJ_01,JCORP Specialist Hospital,2024-08-30,Medical Ward,60,0,60,45,4,1,5,1,0,44,73.33,Underutilised,Bed Management System,True
BED000242,KPJ_01,JCORP Specialist Hospital,2024-08-30,Surgical Ward,55,2,53,41,3,0,4,1,0,39,73.58,Underutilised,Bed Management System,True
BED000243,KPJ_01,JCORP Specialist Hospital,2024-08-30,Maternity Ward,45,1,44,31,3,0,3,0,0,31,70.45,Underutilised,Bed Management System,True
BED000244,KPJ_01,JCORP Specialist Hospital,2024-08-30,Paediatric Ward,40,0,40,25,2,0,2,0,1,24,60.0,Underutilised,Bed Management System,True
BED000245,KPJ_01,JCORP Specialist Hospital,2024-08-31,Medical Ward,60,0,60,44,6,1,5,1,0,45,75.0,Normal,Bed Management System,True
BED000246,KPJ_01,JCORP Specialist Hospital,2024-08-31,Surgical Ward,55,0,55,39,5,1,4,1,0,40,72.73,Underutilised,Bed Management System,True
BED000247,KPJ_01,JCORP Specialist Hospital,2024-08-31,Maternity Ward,45,2,43,31,3,0,3,0,0,31,72.09,Underutilised,Bed Management System,True
BED000248,KPJ_01,JCORP Specialist Hospital,2024-08-31,Paediatric Ward,40,0,40,24,3,0,2,0,0,25,62.5,Underutilised,Bed Management System,True
BED000249,KPJ_01,JCORP Specialist Hospital,2024-09-01,Medical Ward,60,0,60,45,4,0,5,1,0,43,71.67,Underutilised,Bed Management System,True
BED000250,KPJ_01,JCORP Specialist Hospital,2024-09-01,Surgical Ward,55,0,55,40,3,0,4,1,0,38,69.09,Underutilised,Bed Management System,True
BED000251,KPJ_01,JCORP Specialist Hospital,2024-09-01,Maternity Ward,45,1,44,31,3,0,3,0,0,31,70.45,Underutilised,Bed Management System,True
BED000252,KPJ_01,JCORP Specialist Hospital,2024-09-01,Paediatric Ward,40,1,39,25,2,0,2,0,0,25,64.1,Underutilised,Bed Management System,True
BED000253,KPJ_01,JCORP Specialist Hospital,2024-09-02,Medical Ward,60,0,60,43,6,1,6,1,0,43,71.67,Underutilised,Bed Management System,True
BED000254,KPJ_01,JCORP Specialist Hospital,2024-09-02,Surgical Ward,55,0,55,38,5,1,5,1,0,38,69.09,Underutilised,Bed Management System,True
BED000255,KPJ_01,JCORP Specialist Hospital,2024-09-02,Maternity Ward,45,1,44,31,3,0,3,0,0,31,70.45,Underutilised,Bed Management System,True
BED000256,KPJ_01,JCORP Specialist Hospital,2024-09-02,Paediatric Ward,40,0,40,25,3,0,3,0,0,25,62.5,Underutilised,Bed Management System,True
BED000257,KPJ_01,JCORP Specialist Hospital,2024-09-03,Medical Ward,60,0,60,43,5,1,5,0,1,43,71.67,Underutilised,Bed Management System,True
BED000258,KPJ_01,JCORP Specialist Hospital,2024-09-03,Surgical Ward,55,1,54,38,5,0,4,0,0,39,72.22,Underutilised,Bed Management System,True
BED000259,KPJ_01,JCORP Specialist Hospital,2024-09-03,Maternity Ward,45,1,44,31,3,0,3,0,0,31,70.45,Underutilised,Bed Management System,True
BED000260,KPJ_01,JCORP Specialist Hospital,2024-09-03,Paediatric Ward,40,0,40,25,3,0,2,0,0,26,65.0,Underutilised,Bed Management System,True
BED000261,KPJ_01,JCORP Specialist Hospital,2024-09-04,Medical Ward,60,2,58,43,4,1,5,1,0,42,72.41,Underutilised,Bed Management System,True
BED000262,KPJ_01,JCORP Specialist Hospital,2024-09-04,Surgical Ward,55,0,55,39,4,1,5,1,0,38,69.09,Underutilised,Bed Management System,True
BED000263,KPJ_01,JCORP Specialist Hospital,2024-09-04,Maternity Ward,45,0,45,31,3,1,3,1,0,31,68.89,Underutilised,Bed Management System,True
BED000264,KPJ_01,JCORP Specialist Hospital,2024-09-04,Paediatric Ward,40,0,40,26,2,1,3,0,0,26,65.0,Underutilised,Bed Management System,True
BED000265,KPJ_01,JCORP Specialist Hospital,2024-09-05,Medical Ward,60,0,60,42,5,1,5,1,0,42,70.0,Underutilised,Bed Management System,True
BED000266,KPJ_01,JCORP Specialist Hospital,2024-09-05,Surgical Ward,55,0,55,38,4,1,5,1,0,37,67.27,Underutilised,Bed Management System,True
BED000267,KPJ_01,JCORP Specialist Hospital,2024-09-05,Maternity Ward,45,1,44,31,3,0,3,0,0,31,70.45,Underutilised,Bed Management System,True
BED000268,KPJ_01,JCORP Specialist Hospital,2024-09-05,Paediatric Ward,40,0,40,26,3,0,3,0,0,26,65.0,Underutilised,Bed Management System,True
BED000269,KPJ_01,JCORP Specialist Hospital,2024-09-06,Medical Ward,60,0,60,42,6,1,6,1,0,42,70.0,Underutilised,Bed Management System,True
BED000270,KPJ_01,JCORP Specialist Hospital,2024-09-06,Surgical Ward,55,1,54,37,5,1,5,0,1,37,68.52,Underutilised,Bed Management System,True
BED000271,KPJ_01,JCORP Specialist Hospital,2024-09-06,Maternity Ward,45,0,45,31,4,0,4,0,0,31,68.89,Underutilised,Bed Management System,True
BED000272,KPJ_01,JCORP Specialist Hospital,2024-09-06,Paediatric Ward,40,0,40,26,3,0,3,0,0,26,65.0,Underutilised,Bed Management System,True
BED000273,KPJ_01,JCORP Specialist Hospital,2024-09-07,Medical Ward,60,0,60,42,5,1,4,1,0,43,71.67,Underutilised,Bed Management System,True
BED000274,KPJ_01,JCORP Specialist Hospital,2024-09-07,Surgical Ward,55,0,55,37,4,1,3,1,0,38,69.09,Underutilised,Bed Management System,True
BED000275,KPJ_01,JCORP Specialist Hospital,2024-09-07,Maternity Ward,45,0,45,31,3,0,2,0,0,32,71.11,Underutilised,Bed Management System,True
BED000276,KPJ_01,JCORP Specialist Hospital,2024-09-07,Paediatric Ward,40,0,40,26,2,0,2,0,0,26,65.0,Underutilised,Bed Management System,True
BED000277,KPJ_01,JCORP Specialist Hospital,2024-09-08,Medical Ward,60,1,59,43,4,1,4,1,0,43,72.88,Underutilised,Bed Management System,True
BED000278,KPJ_01,JCORP Specialist Hospital,2024-09-08,Surgical Ward,55,0,55,38,3,1,3,0,0,39,70.91,Underutilised,Bed Management System,True
BED000279,KPJ_01,JCORP Specialist Hospital,2024-09-08,Maternity Ward,45,0,45,32,2,1,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED000280,KPJ_01,JCORP Specialist Hospital,2024-09-08,Paediatric Ward,40,0,40,26,2,0,2,0,0,26,65.0,Underutilised,Bed Management System,True
BED000281,KPJ_01,JCORP Specialist Hospital,2024-09-09,Medical Ward,60,0,60,43,4,1,4,1,0,43,71.67,Underutilised,Bed Management System,True
BED000282,KPJ_01,JCORP Specialist Hospital,2024-09-09,Surgical Ward,55,1,54,39,4,1,4,1,0,39,72.22,Underutilised,Bed Management System,True
BED000283,KPJ_01,JCORP Specialist Hospital,2024-09-09,Maternity Ward,45,0,45,32,3,1,3,1,0,32,71.11,Underutilised,Bed Management System,True
BED000284,KPJ_01,JCORP Specialist Hospital,2024-09-09,Paediatric Ward,40,0,40,26,2,0,2,0,0,26,65.0,Underutilised,Bed Management System,True
BED000285,KPJ_01,JCORP Specialist Hospital,2024-09-10,Medical Ward,60,0,60,43,6,1,6,1,0,43,71.67,Underutilised,Bed Management System,True
BED000286,KPJ_01,JCORP Specialist Hospital,2024-09-10,Surgical Ward,55,1,54,39,5,1,5,1,0,39,72.22,Underutilised,Bed Management System,True
BED000287,KPJ_01,JCORP Specialist Hospital,2024-09-10,Maternity Ward,45,0,45,32,4,1,3,0,0,34,75.56,Normal,Bed Management System,True
BED000288,KPJ_01,JCORP Specialist Hospital,2024-09-10,Paediatric Ward,40,0,40,26,3,0,3,0,0,26,65.0,Underutilised,Bed Management System,True
BED000289,KPJ_01,JCORP Specialist Hospital,2024-09-11,Medical Ward,60,1,59,43,5,0,6,1,0,41,69.49,Underutilised,Bed Management System,True
BED000290,KPJ_01,JCORP Specialist Hospital,2024-09-11,Surgical Ward,55,0,55,39,5,0,5,0,0,39,70.91,Underutilised,Bed Management System,True
BED000291,KPJ_01,JCORP Specialist Hospital,2024-09-11,Maternity Ward,45,1,44,34,3,0,4,0,0,33,75.0,Normal,Bed Management System,True
BED000292,KPJ_01,JCORP Specialist Hospital,2024-09-11,Paediatric Ward,40,1,39,26,3,0,3,0,0,26,66.67,Underutilised,Bed Management System,True
BED000293,KPJ_01,JCORP Specialist Hospital,2024-09-12,Medical Ward,60,0,60,41,5,1,5,1,0,41,68.33,Underutilised,Bed Management System,True
BED000294,KPJ_01,JCORP Specialist Hospital,2024-09-12,Surgical Ward,55,0,55,39,4,0,4,1,0,38,69.09,Underutilised,Bed Management System,True
BED000295,KPJ_01,JCORP Specialist Hospital,2024-09-12,Maternity Ward,45,0,45,33,3,0,3,0,0,33,73.33,Underutilised,Bed Management System,True
BED000296,KPJ_01,JCORP Specialist Hospital,2024-09-12,Paediatric Ward,40,1,39,26,3,0,3,0,0,26,66.67,Underutilised,Bed Management System,True
BED000297,KPJ_01,JCORP Specialist Hospital,2024-09-13,Medical Ward,60,0,60,41,6,1,6,1,0,41,68.33,Underutilised,Bed Management System,True
BED000298,KPJ_01,JCORP Specialist Hospital,2024-09-13,Surgical Ward,55,0,55,38,5,1,5,1,0,38,69.09,Underutilised,Bed Management System,True
BED000299,KPJ_01,JCORP Specialist Hospital,2024-09-13,Maternity Ward,45,0,45,33,4,0,4,0,0,33,73.33,Underutilised,Bed Management System,True
BED000300,KPJ_01,JCORP Specialist Hospital,2024-09-13,Paediatric Ward,40,0,40,26,3,0,3,0,0,26,65.0,Underutilised,Bed Management System,True
BED000301,KPJ_01,JCORP Specialist Hospital,2024-09-14,Medical Ward,60,1,59,41,6,1,7,1,0,40,67.8,Underutilised,Bed Management System,True
BED000302,KPJ_01,JCORP Specialist Hospital,2024-09-14,Surgical Ward,55,0,55,38,6,0,6,1,0,37,67.27,Underutilised,Bed Management System,True
BED000303,KPJ_01,JCORP Specialist Hospital,2024-09-14,Maternity Ward,45,1,44,33,4,0,5,0,0,32,72.73,Underutilised,Bed Management System,True
BED000304,KPJ_01,JCORP Specialist Hospital,2024-09-14,Paediatric Ward,40,0,40,26,3,0,3,0,0,26,65.0,Underutilised,Bed Management System,True
BED000305,KPJ_01,JCORP Specialist Hospital,2024-09-15,Medical Ward,60,0,60,40,6,1,6,1,0,40,66.67,Underutilised,Bed Management System,True
BED000306,KPJ_01,JCORP Specialist Hospital,2024-09-15,Surgical Ward,55,2,53,37,5,1,5,1,0,37,69.81,Underutilised,Bed Management System,True
BED000307,KPJ_01,JCORP Specialist Hospital,2024-09-15,Maternity Ward,45,0,45,32,4,0,4,0,0,32,71.11,Underutilised,Bed Management System,True
BED000308,KPJ_01,JCORP Specialist Hospital,2024-09-15,Paediatric Ward,40,0,40,26,3,0,3,0,0,26,65.0,Underutilised,Bed Management System,True
BED000309,KPJ_01,JCORP Specialist Hospital,2024-09-16,Medical Ward,60,1,59,40,5,1,5,1,0,40,67.8,Underutilised,Bed Management System,True
BED000310,KPJ_01,JCORP Specialist Hospital,2024-09-16,Surgical Ward,55,1,54,37,4,1,4,1,0,37,68.52,Underutilised,Bed Management System,True
BED000311,KPJ_01,JCORP Specialist Hospital,2024-09-16,Maternity Ward,45,0,45,32,3,0,3,1,0,31,68.89,Underutilised,Bed Management System,True
BED000312,KPJ_01,JCORP Specialist Hospital,2024-09-16,Paediatric Ward,40,0,40,26,3,0,3,0,0,26,65.0,Underutilised,Bed Management System,True
BED000313,KPJ_01,JCORP Specialist Hospital,2024-09-17,Medical Ward,60,0,60,40,5,1,4,1,0,41,68.33,Underutilised,Bed Management System,True
BED000314,KPJ_01,JCORP Specialist Hospital,2024-09-17,Surgical Ward,55,1,54,37,4,1,4,1,0,37,68.52,Underutilised,Bed Management System,True
BED000315,KPJ_01,JCORP Specialist Hospital,2024-09-17,Maternity Ward,45,0,45,31,3,1,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED000316,KPJ_01,JCORP Specialist Hospital,2024-09-17,Paediatric Ward,40,2,38,26,2,1,2,0,0,27,71.05,Underutilised,Bed Management System,True
BED000317,KPJ_01,JCORP Specialist Hospital,2024-09-18,Medical Ward,60,1,59,41,6,1,6,1,0,41,69.49,Underutilised,Bed Management System,True
BED000318,KPJ_01,JCORP Specialist Hospital,2024-09-18,Surgical Ward,55,0,55,37,5,1,6,1,0,36,65.45,Underutilised,Bed Management System,True
BED000319,KPJ_01,JCORP Specialist Hospital,2024-09-18,Maternity Ward,45,3,42,32,4,0,4,0,1,31,73.81,Underutilised,Bed Management System,True
BED000320,KPJ_01,JCORP Specialist Hospital,2024-09-18,Paediatric Ward,40,1,39,27,3,0,3,0,0,27,69.23,Underutilised,Bed Management System,True
BED000321,KPJ_01,JCORP Specialist Hospital,2024-09-19,Medical Ward,60,2,58,41,6,1,6,1,0,41,70.69,Underutilised,Bed Management System,True
BED000322,KPJ_01,JCORP Specialist Hospital,2024-09-19,Surgical Ward,55,0,55,36,5,1,5,0,0,37,67.27,Underutilised,Bed Management System,True
BED000323,KPJ_01,JCORP Specialist Hospital,2024-09-19,Maternity Ward,45,0,45,31,3,1,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED000324,KPJ_01,JCORP Specialist Hospital,2024-09-19,Paediatric Ward,40,0,40,27,3,0,3,0,0,27,67.5,Underutilised,Bed Management System,True
