encounter_record_id,hospital_id,hospital_name,encounter_date,service_area,encounter_type,patient_encounters,queue_eligible_encounters,survey_eligible_encounters,admissions,discharges,transfers_in,transfers_out,source_system,synthetic_flag
EN000199,KPJ_01,JCORP Specialist Hospital,2024-09-05,Emergency Department,Emergency,164,147,51,0,0,0,0,Hospital Information System,True
EN000200,KPJ_01,JCORP Specialist Hospital,2024-09-05,Outpatient Department,Outpatient,338,312,257,0,0,0,0,Hospital Information System,True
EN000201,KPJ_01,JCORP Specialist Hospital,2024-09-05,Inpatient Wards,Inpatient,88,0,49,15,16,2,2,Hospital Information System,True
EN000202,KPJ_01,JCORP Specialist Hospital,2024-09-06,Emergency Department,Emergency,176,164,64,0,0,0,0,Hospital Information System,True
EN000203,KPJ_01,JCORP Specialist Hospital,2024-09-06,Outpatient Department,Outpatient,321,304,239,0,0,0,0,Hospital Information System,True
EN000204,KPJ_01,JCORP Specialist Hospital,2024-09-06,Inpatient Wards,Inpatient,90,0,47,18,18,2,1,Hospital Information System,True
EN000205,KPJ_01,JCORP Specialist Hospital,2024-09-07,Emergency Department,Emergency,170,153,56,0,0,0,0,Hospital Information System,True
EN000206,KPJ_01,JCORP Specialist Hospital,2024-09-07,Outpatient Department,Outpatient,118,111,87,0,0,0,0,Hospital Information System,True
EN000207,KPJ_01,JCORP Specialist Hospital,2024-09-07,Inpatient Wards,Inpatient,81,0,44,14,11,2,2,Hospital Information System,True
EN000208,KPJ_01,JCORP Specialist Hospital,2024-09-08,Emergency Department,Emergency,170,160,52,0,0,0,0,Hospital Information System,True
EN000209,KPJ_01,JCORP Specialist Hospital,2024-09-08,Outpatient Department,Outpatient,114,110,86,0,0,0,0,Hospital Information System,True
EN000210,KPJ_01,JCORP Specialist Hospital,2024-09-08,Inpatient Wards,Inpatient,81,0,45,11,12,3,1,Hospital Information System,True
EN000211,KPJ_01,JCORP Specialist Hospital,2024-09-09,Emergency Department,Emergency,153,142,47,0,0,0,0,Hospital Information System,True
EN000212,KPJ_01,JCORP Specialist Hospital,2024-09-09,Outpatient Department,Outpatient,328,307,258,0,0,0,0,Hospital Information System,True
EN000213,KPJ_01,JCORP Specialist Hospital,2024-09-09,Inpatient Wards,Inpatient,75,0,44,13,13,3,3,Hospital Information System,True
EN000214,KPJ_01,JCORP Specialist Hospital,2024-09-10,Emergency Department,Emergency,167,155,50,0,0,0,0,Hospital Information System,True
EN000215,KPJ_01,JCORP Specialist Hospital,2024-09-10,Outpatient Department,Outpatient,345,321,250,0,0,0,0,Hospital Information System,True
EN000216,KPJ_01,JCORP Specialist Hospital,2024-09-10,Inpatient Wards,Inpatient,74,0,39,18,17,3,2,Hospital Information System,True
EN000217,KPJ_01,JCORP Specialist Hospital,2024-09-11,Emergency Department,Emergency,180,164,71,0,0,0,0,Hospital Information System,True
EN000218,KPJ_01,JCORP Specialist Hospital,2024-09-11,Outpatient Department,Outpatient,352,328,263,0,0,0,0,Hospital Information System,True
EN000219,KPJ_01,JCORP Specialist Hospital,2024-09-11,Inpatient Wards,Inpatient,84,0,46,16,18,0,1,Hospital Information System,True
EN000220,KPJ_01,JCORP Specialist Hospital,2024-09-12,Emergency Department,Emergency,181,166,65,0,0,0,0,Hospital Information System,True
EN000221,KPJ_01,JCORP Specialist Hospital,2024-09-12,Outpatient Department,Outpatient,357,330,254,0,0,0,0,Hospital Information System,True
EN000222,KPJ_01,JCORP Specialist Hospital,2024-09-12,Inpatient Wards,Inpatient,100,0,50,15,15,1,2,Hospital Information System,True
EN000223,KPJ_01,JCORP Specialist Hospital,2024-09-13,Emergency Department,Emergency,160,145,60,0,0,0,0,Hospital Information System,True
EN000224,KPJ_01,JCORP Specialist Hospital,2024-09-13,Outpatient Department,Outpatient,364,336,258,0,0,0,0,Hospital Information System,True
EN000225,KPJ_01,JCORP Specialist Hospital,2024-09-13,Inpatient Wards,Inpatient,91,0,50,18,18,2,2,Hospital Information System,True
EN000226,KPJ_01,JCORP Specialist Hospital,2024-09-14,Emergency Department,Emergency,160,150,52,0,0,0,0,Hospital Information System,True
EN000227,KPJ_01,JCORP Specialist Hospital,2024-09-14,Outpatient Department,Outpatient,113,105,85,0,0,0,0,Hospital Information System,True
EN000228,KPJ_01,JCORP Specialist Hospital,2024-09-14,Inpatient Wards,Inpatient,97,0,50,19,21,1,2,Hospital Information System,True
EN000229,KPJ_01,JCORP Specialist Hospital,2024-09-15,Emergency Department,Emergency,160,146,49,0,0,0,0,Hospital Information System,True
EN000230,KPJ_01,JCORP Specialist Hospital,2024-09-15,Outpatient Department,Outpatient,109,101,86,0,0,0,0,Hospital Information System,True
EN000231,KPJ_01,JCORP Specialist Hospital,2024-09-15,Inpatient Wards,Inpatient,86,0,45,18,18,2,2,Hospital Information System,True
EN000232,KPJ_01,JCORP Specialist Hospital,2024-09-16,Emergency Department,Emergency,174,160,53,0,0,0,0,Hospital Information System,True
EN000233,KPJ_01,JCORP Specialist Hospital,2024-09-16,Outpatient Department,Outpatient,409,385,298,0,0,0,0,Hospital Information System,True
EN000234,KPJ_01,JCORP Specialist Hospital,2024-09-16,Inpatient Wards,Inpatient,90,0,47,15,15,2,3,Hospital Information System,True
EN000235,KPJ_01,JCORP Specialist Hospital,2024-09-17,Emergency Department,Emergency,163,150,51,0,0,0,0,Hospital Information System,True
EN000236,KPJ_01,JCORP Specialist Hospital,2024-09-17,Outpatient Department,Outpatient,336,317,235,0,0,0,0,Hospital Information System,True
EN000237,KPJ_01,JCORP Specialist Hospital,2024-09-17,Inpatient Wards,Inpatient,98,0,55,14,13,4,2,Hospital Information System,True
EN000238,KPJ_01,JCORP Specialist Hospital,2024-09-18,Emergency Department,Emergency,164,149,53,0,0,0,0,Hospital Information System,True
EN000239,KPJ_01,JCORP Specialist Hospital,2024-09-18,Outpatient Department,Outpatient,320,307,242,0,0,0,0,Hospital Information System,True
EN000240,KPJ_01,JCORP Specialist Hospital,2024-09-18,Inpatient Wards,Inpatient,90,0,50,18,19,2,2,Hospital Information System,True
EN000241,KPJ_01,JCORP Specialist Hospital,2024-09-19,Emergency Department,Emergency,174,162,56,0,0,0,0,Hospital Information System,True
EN000242,KPJ_01,JCORP Specialist Hospital,2024-09-19,Outpatient Department,Outpatient,337,322,245,0,0,0,0,Hospital Information System,True
EN000243,KPJ_01,JCORP Specialist Hospital,2024-09-19,Inpatient Wards,Inpatient,88,0,52,17,17,3,1,Hospital Information System,True
EN000244,KPJ_01,JCORP Specialist Hospital,2024-09-20,Emergency Department,Emergency,175,160,63,0,0,0,0,Hospital Information System,True
EN000245,KPJ_01,JCORP Specialist Hospital,2024-09-20,Outpatient Department,Outpatient,334,323,252,0,0,0,0,Hospital Information System,True
EN000246,KPJ_01,JCORP Specialist Hospital,2024-09-20,Inpatient Wards,Inpatient,84,0,50,14,14,1,1,Hospital Information System,True
EN000247,KPJ_01,JCORP Specialist Hospital,2024-09-21,Emergency Department,Emergency,184,171,68,0,0,0,0,Hospital Information System,True
EN000248,KPJ_01,JCORP Specialist Hospital,2024-09-21,Outpatient Department,Outpatient,120,110,93,0,0,0,0,Hospital Information System,True
EN000249,KPJ_01,JCORP Specialist Hospital,2024-09-21,Inpatient Wards,Inpatient,88,0,49,16,19,2,1,Hospital Information System,True
EN000250,KPJ_01,JCORP Specialist Hospital,2024-09-22,Emergency Department,Emergency,198,186,67,0,0,0,0,Hospital Information System,True
EN000251,KPJ_01,JCORP Specialist Hospital,2024-09-22,Outpatient Department,Outpatient,111,106,85,0,0,0,0,Hospital Information System,True
EN000252,KPJ_01,JCORP Specialist Hospital,2024-09-22,Inpatient Wards,Inpatient,77,0,41,11,16,2,3,Hospital Information System,True
EN000253,KPJ_01,JCORP Specialist Hospital,2024-09-23,Emergency Department,Emergency,146,136,57,0,0,0,0,Hospital Information System,True
EN000254,KPJ_01,JCORP Specialist Hospital,2024-09-23,Outpatient Department,Outpatient,347,329,260,0,0,0,0,Hospital Information System,True
EN000255,KPJ_01,JCORP Specialist Hospital,2024-09-23,Inpatient Wards,Inpatient,91,0,50,17,16,1,1,Hospital Information System,True
EN000256,KPJ_01,JCORP Specialist Hospital,2024-09-24,Emergency Department,Emergency,175,158,57,0,0,0,0,Hospital Information System,True
EN000257,KPJ_01,JCORP Specialist Hospital,2024-09-24,Outpatient Department,Outpatient,242,228,191,0,0,0,0,Hospital Information System,True
EN000258,KPJ_01,JCORP Specialist Hospital,2024-09-24,Inpatient Wards,Inpatient,84,0,49,12,10,2,3,Hospital Information System,True
EN000259,KPJ_01,JCORP Specialist Hospital,2024-09-25,Emergency Department,Emergency,167,156,62,0,0,0,0,Hospital Information System,True
EN000260,KPJ_01,JCORP Specialist Hospital,2024-09-25,Outpatient Department,Outpatient,337,326,258,0,0,0,0,Hospital Information System,True
EN000261,KPJ_01,JCORP Specialist Hospital,2024-09-25,Inpatient Wards,Inpatient,92,0,49,15,13,2,1,Hospital Information System,True
EN000262,KPJ_01,JCORP Specialist Hospital,2024-09-26,Emergency Department,Emergency,172,155,56,0,0,0,0,Hospital Information System,True
EN000263,KPJ_01,JCORP Specialist Hospital,2024-09-26,Outpatient Department,Outpatient,324,300,254,0,0,0,0,Hospital Information System,True
EN000264,KPJ_01,JCORP Specialist Hospital,2024-09-26,Inpatient Wards,Inpatient,97,0,49,16,11,3,1,Hospital Information System,True
EN000265,KPJ_01,JCORP Specialist Hospital,2024-09-27,Emergency Department,Emergency,154,137,54,0,0,0,0,Hospital Information System,True
EN000266,KPJ_01,JCORP Specialist Hospital,2024-09-27,Outpatient Department,Outpatient,306,292,238,0,0,0,0,Hospital Information System,True
EN000267,KPJ_01,JCORP Specialist Hospital,2024-09-27,Inpatient Wards,Inpatient,85,0,44,17,15,1,1,Hospital Information System,True
EN000268,KPJ_01,JCORP Specialist Hospital,2024-09-28,Emergency Department,Emergency,178,160,56,0,0,0,0,Hospital Information System,True
EN000269,KPJ_01,JCORP Specialist Hospital,2024-09-28,Outpatient Department,Outpatient,117,108,90,0,0,0,0,Hospital Information System,True
EN000270,KPJ_01,JCORP Specialist Hospital,2024-09-28,Inpatient Wards,Inpatient,89,0,45,18,17,2,2,Hospital Information System,True
EN000271,KPJ_01,JCORP Specialist Hospital,2024-09-29,Emergency Department,Emergency,169,153,57,0,0,0,0,Hospital Information System,True
EN000272,KPJ_01,JCORP Specialist Hospital,2024-09-29,Outpatient Department,Outpatient,121,113,92,0,0,0,0,Hospital Information System,True
EN000273,KPJ_01,JCORP Specialist Hospital,2024-09-29,Inpatient Wards,Inpatient,76,0,44,14,10,0,3,Hospital Information System,True
EN000274,KPJ_01,JCORP Specialist Hospital,2024-09-30,Emergency Department,Emergency,158,148,61,0,0,0,0,Hospital Information System,True
EN000275,KPJ_01,JCORP Specialist Hospital,2024-09-30,Outpatient Department,Outpatient,335,310,244,0,0,0,0,Hospital Information System,True
EN000276,KPJ_01,JCORP Specialist Hospital,2024-09-30,Inpatient Wards,Inpatient,83,0,46,17,20,2,1,Hospital Information System,True
EN000277,KPJ_01,JCORP Specialist Hospital,2024-10-01,Emergency Department,Emergency,152,141,56,0,0,0,0,Hospital Information System,True
EN000278,KPJ_01,JCORP Specialist Hospital,2024-10-01,Outpatient Department,Outpatient,338,324,250,0,0,0,0,Hospital Information System,True
EN000279,KPJ_01,JCORP Specialist Hospital,2024-10-01,Inpatient Wards,Inpatient,89,0,48,16,18,2,3,Hospital Information System,True
EN000280,KPJ_01,JCORP Specialist Hospital,2024-10-02,Emergency Department,Emergency,168,157,67,0,0,0,0,Hospital Information System,True
EN000281,KPJ_01,JCORP Specialist Hospital,2024-10-02,Outpatient Department,Outpatient,313,297,241,0,0,0,0,Hospital Information System,True
EN000282,KPJ_01,JCORP Specialist Hospital,2024-10-02,Inpatient Wards,Inpatient,91,0,48,16,15,2,3,Hospital Information System,True
EN000283,KPJ_01,JCORP Specialist Hospital,2024-10-03,Emergency Department,Emergency,155,141,53,0,0,0,0,Hospital Information System,True
EN000284,KPJ_01,JCORP Specialist Hospital,2024-10-03,Outpatient Department,Outpatient,385,359,285,0,0,0,0,Hospital Information System,True
EN000285,KPJ_01,JCORP Specialist Hospital,2024-10-03,Inpatient Wards,Inpatient,83,0,49,17,19,2,1,Hospital Information System,True
EN000286,KPJ_01,JCORP Specialist Hospital,2024-10-04,Emergency Department,Emergency,180,163,56,0,0,0,0,Hospital Information System,True
EN000287,KPJ_01,JCORP Specialist Hospital,2024-10-04,Outpatient Department,Outpatient,334,310,264,0,0,0,0,Hospital Information System,True
EN000288,KPJ_01,JCORP Specialist Hospital,2024-10-04,Inpatient Wards,Inpatient,91,0,51,20,19,2,2,Hospital Information System,True
EN000289,KPJ_01,JCORP Specialist Hospital,2024-10-05,Emergency Department,Emergency,186,169,73,0,0,0,0,Hospital Information System,True
EN000290,KPJ_01,JCORP Specialist Hospital,2024-10-05,Outpatient Department,Outpatient,120,111,85,0,0,0,0,Hospital Information System,True
EN000291,KPJ_01,JCORP Specialist Hospital,2024-10-05,Inpatient Wards,Inpatient,86,0,47,16,14,1,2,Hospital Information System,True
EN000292,KPJ_01,JCORP Specialist Hospital,2024-10-06,Emergency Department,Emergency,180,169,65,0,0,0,0,Hospital Information System,True
EN000293,KPJ_01,JCORP Specialist Hospital,2024-10-06,Outpatient Department,Outpatient,118,109,92,0,0,0,0,Hospital Information System,True
EN000294,KPJ_01,JCORP Specialist Hospital,2024-10-06,Inpatient Wards,Inpatient,83,0,46,13,13,1,1,Hospital Information System,True
EN000295,KPJ_01,JCORP Specialist Hospital,2024-10-07,Emergency Department,Emergency,153,139,52,0,0,0,0,Hospital Information System,True
EN000296,KPJ_01,JCORP Specialist Hospital,2024-10-07,Outpatient Department,Outpatient,397,368,310,0,0,0,0,Hospital Information System,True
EN000297,KPJ_01,JCORP Specialist Hospital,2024-10-07,Inpatient Wards,Inpatient,89,0,47,17,21,1,1,Hospital Information System,True
EN000298,KPJ_01,JCORP Specialist Hospital,2024-10-08,Emergency Department,Emergency,163,147,65,0,0,0,0,Hospital Information System,True
EN000299,KPJ_01,JCORP Specialist Hospital,2024-10-08,Outpatient Department,Outpatient,334,309,235,0,0,0,0,Hospital Information System,True
EN000300,KPJ_01,JCORP Specialist Hospital,2024-10-08,Inpatient Wards,Inpatient,85,0,46,16,13,2,1,Hospital Information System,True
EN000301,KPJ_01,JCORP Specialist Hospital,2024-10-09,Emergency Department,Emergency,171,155,62,0,0,0,0,Hospital Information System,True
EN000302,KPJ_01,JCORP Specialist Hospital,2024-10-09,Outpatient Department,Outpatient,333,310,263,0,0,0,0,Hospital Information System,True
EN000303,KPJ_01,JCORP Specialist Hospital,2024-10-09,Inpatient Wards,Inpatient,87,0,44,17,19,3,3,Hospital Information System,True
EN000304,KPJ_01,JCORP Specialist Hospital,2024-10-10,Emergency Department,Emergency,168,154,57,0,0,0,0,Hospital Information System,True
EN000305,KPJ_01,JCORP Specialist Hospital,2024-10-10,Outpatient Department,Outpatient,294,275,225,0,0,0,0,Hospital Information System,True
EN000306,KPJ_01,JCORP Specialist Hospital,2024-10-10,Inpatient Wards,Inpatient,93,0,48,20,19,2,1,Hospital Information System,True
EN000307,KPJ_01,JCORP Specialist Hospital,2024-10-11,Emergency Department,Emergency,170,155,61,0,0,0,0,Hospital Information System,True
EN000308,KPJ_01,JCORP Specialist Hospital,2024-10-11,Outpatient Department,Outpatient,378,350,291,0,0,0,0,Hospital Information System,True
EN000309,KPJ_01,JCORP Specialist Hospital,2024-10-11,Inpatient Wards,Inpatient,91,0,47,17,18,2,1,Hospital Information System,True
EN000310,KPJ_01,JCORP Specialist Hospital,2024-10-12,Emergency Department,Emergency,200,183,69,0,0,0,0,Hospital Information System,True
EN000311,KPJ_01,JCORP Specialist Hospital,2024-10-12,Outpatient Department,Outpatient,130,124,92,0,0,0,0,Hospital Information System,True
EN000312,KPJ_01,JCORP Specialist Hospital,2024-10-12,Inpatient Wards,Inpatient,76,0,39,13,11,3,1,Hospital Information System,True
EN000313,KPJ_01,JCORP Specialist Hospital,2024-10-13,Emergency Department,Emergency,186,173,58,0,0,0,0,Hospital Information System,True
EN000314,KPJ_01,JCORP Specialist Hospital,2024-10-13,Outpatient Department,Outpatient,145,134,106,0,0,0,0,Hospital Information System,True
EN000315,KPJ_01,JCORP Specialist Hospital,2024-10-13,Inpatient Wards,Inpatient,92,0,54,14,17,1,2,Hospital Information System,True
EN000316,KPJ_01,JCORP Specialist Hospital,2024-10-14,Emergency Department,Emergency,183,166,69,0,0,0,0,Hospital Information System,True
EN000317,KPJ_01,JCORP Specialist Hospital,2024-10-14,Outpatient Department,Outpatient,422,391,320,0,0,0,0,Hospital Information System,True
EN000318,KPJ_01,JCORP Specialist Hospital,2024-10-14,Inpatient Wards,Inpatient,76,0,43,13,13,0,0,Hospital Information System,True
EN000319,KPJ_01,JCORP Specialist Hospital,2024-10-15,Emergency Department,Emergency,162,149,57,0,0,0,0,Hospital Information System,True
EN000320,KPJ_01,JCORP Specialist Hospital,2024-10-15,Outpatient Department,Outpatient,358,333,257,0,0,0,0,Hospital Information System,True
EN000321,KPJ_01,JCORP Specialist Hospital,2024-10-15,Inpatient Wards,Inpatient,79,0,47,15,12,2,1,Hospital Information System,True
EN000322,KPJ_01,JCORP Specialist Hospital,2024-10-16,Emergency Department,Emergency,170,156,59,0,0,0,0,Hospital Information System,True
EN000323,KPJ_01,JCORP Specialist Hospital,2024-10-16,Outpatient Department,Outpatient,360,337,254,0,0,0,0,Hospital Information System,True
EN000324,KPJ_01,JCORP Specialist Hospital,2024-10-16,Inpatient Wards,Inpatient,80,0,44,17,13,1,1,Hospital Information System,True
EN000325,KPJ_01,JCORP Specialist Hospital,2024-10-17,Emergency Department,Emergency,143,130,46,0,0,0,0,Hospital Information System,True
EN000326,KPJ_01,JCORP Specialist Hospital,2024-10-17,Outpatient Department,Outpatient,318,307,249,0,0,0,0,Hospital Information System,True
EN000327,KPJ_01,JCORP Specialist Hospital,2024-10-17,Inpatient Wards,Inpatient,92,0,52,16,17,1,1,Hospital Information System,True
EN000328,KPJ_01,JCORP Specialist Hospital,2024-10-18,Emergency Department,Emergency,162,152,57,0,0,0,0,Hospital Information System,True
EN000329,KPJ_01,JCORP Specialist Hospital,2024-10-18,Outpatient Department,Outpatient,315,305,239,0,0,0,0,Hospital Information System,True
EN000330,KPJ_01,JCORP Specialist Hospital,2024-10-18,Inpatient Wards,Inpatient,76,0,40,12,9,1,1,Hospital Information System,True
